node1,node2,lat1,lon1,lat2,lon2,lat3,lon3,lat4,lon4,lat5,lon5,lat6,lon6
87,88,35.951148920384064,139.6492445468903,35.95150935471168,139.64818775653842,,,,,,,,
87,90,35.951148920384064,139.6492445468903,35.951148920384064,139.6492445468903,35.95083625312935,139.6489924192429,35.95083625312935,139.6489924192429,,,,
88,214,35.95150935471168,139.64818775653842,35.951665687161764,139.64778006076816,,,,,,,,
88,89,35.95150935471168,139.64818775653842,35.95120537406207,139.64796245098117,,,,,,,,
89,90,35.95120537406207,139.64796245098117,35.95083625312935,139.6489924192429,,,,,,,,
89,97,35.95120537406207,139.64796245098117,35.95084059573857,139.6476995944977,,,,,,,,
90,223,35.95083625312935,139.6489924192429,35.9508145400796,139.64904606342319,,,,,,,,
90,96,35.95083625312935,139.6489924192429,35.950493186245566,139.64872956275943,,,,,,,,
91,92,35.94993298522026,139.65158343315127,35.949620313153346,139.6513366699219,,,,,,,,
91,242,35.94993298522026,139.65158343315127,35.95006181733784,139.65166389942172,,,,,,,,
92,151,35.949620313153346,139.6513366699219,35.94932501062059,139.6522164344788,,,,,,,,
92,94,35.949620313153346,139.6513366699219,35.950058922230994,139.65005457401278,,,,,,,,
92,93,35.949620313153346,139.6513366699219,35.9492902690736,139.65107917785647,,,,,,,,
93,95,35.9492902690736,139.65107917785647,35.949728879983496,139.64980781078341,,,,,,,,
93,151,35.9492902690736,139.65107917785647,35.949084714613406,139.65164780616763,35.94932501062059,139.6522164344788,,,,,,
93,99,35.9492902690736,139.65107917785647,35.94896022361512,139.65084314346316,,,,,,,,
94,224,35.950058922230994,139.65005457401278,35.95046713047199,139.64878320693973,,,,,,,,
94,95,35.950058922230994,139.65005457401278,35.949728879983496,139.64980781078341,,,,,,,,
95,225,35.949728879983496,139.64980781078341,35.950145775224875,139.6485632658005,,,,,,,,
95,102,35.949728879983496,139.64980781078341,35.94938580829109,139.64955568313601,,,,,,,,
96,224,35.950493186245566,139.64872956275943,35.95046713047199,139.64878320693973,,,,,,,,
96,98,35.950493186245566,139.64872956275943,35.95016314581218,139.64849889278415,,,,,,,,
96,97,35.950493186245566,139.64872956275943,35.95084059573857,139.6476995944977,,,,,,,,
98,103,35.95016314581218,139.64849889278415,35.9498244186706,139.64828431606296,,,,,,,,
98,225,35.95016314581218,139.64849889278415,35.950145775224875,139.6485632658005,,,,,,,,
99,100,35.94896022361512,139.65084314346316,35.94884152272391,139.65118646621707,35.94857372125979,139.65129375457767,,,,,,
99,102,35.94896022361512,139.65084314346316,35.94938580829109,139.64955568313601,,,,,,,,
99,101,35.94896022361512,139.65084314346316,35.9486258340472,139.65056955814364,,,,,,,,
100,101,35.94857372125979,139.65129375457767,35.94848976170219,139.65089142322543,35.9486258340472,139.65056955814364,,,,,,
101,107,35.9486258340472,139.65056955814364,35.94905576323171,139.64929819107059,,,,,,,,
102,107,35.94938580829109,139.64955568313601,35.94905576323171,139.64929819107059,,,,,,,,
102,103,35.94938580829109,139.64955568313601,35.9498244186706,139.64828431606296,,,,,,,,
103,104,35.9498244186706,139.64828431606296,35.95018920168598,139.64722216129306,,,,,,,,
103,106,35.9498244186706,139.64828431606296,35.94948134739307,139.64803755283359,,,,,,,,
103,225,35.9498244186706,139.64828431606296,35.950145775224875,139.6485632658005,,,,,,,,
104,105,35.95018920168598,139.64722216129306,35.94984178932857,139.64696466922763,,,,,,,,
105,209,35.94984178932857,139.64696466922763,35.949998125078466,139.6465247869492,,,,,,,,
105,106,35.94984178932857,139.64696466922763,35.94948134739307,139.64803755283359,,,,,,,,
106,107,35.94948134739307,139.64803755283359,35.94905576323171,139.64929819107059,,,,,,,,
108,117,35.9530524003464,139.64842915534976,35.95293804809744,139.64880466461184,,,,,,,,
108,109,35.9530524003464,139.64842915534976,35.95349533283314,139.64894413948062,,,,,,,,
109,110,35.95349533283314,139.64894413948062,35.953946947713526,139.64946985244754,,,,,,,,
110,112,35.953946947713526,139.64946985244754,35.95435224093178,139.64989900588992,35.95493991238314,139.65020477771762,,,,,,
110,111,35.953946947713526,139.64946985244754,35.95379785719466,139.65001165866855,,,,,,,,
111,117,35.95379785719466,139.65001165866855,35.95293804809744,139.64880466461184,,,,,,,,
111,113,35.95379785719466,139.65001165866855,35.95390062836848,139.65015113353732,35.95422196834196,139.65037107467654,35.9548226679342,139.6506178379059,,,,
112,113,35.95493991238314,139.65020477771762,35.9548226679342,139.6506178379059,,,,,,,,
112,114,35.95493991238314,139.65020477771762,35.95537270211923,139.65039253234866,35.955663639702294,139.65059101581576,35.95609063570155,139.65092897415164,,,,
113,116,35.9548226679342,139.6506178379059,35.955361122486245,139.65098261833194,,,,,,,,
114,115,35.95609063570155,139.65092897415164,35.95583009604095,139.6514064073563,,,,,,,,
115,116,35.95583009604095,139.6514064073563,35.955361122486245,139.65098261833194,,,,,,,,
115,169,35.95583009604095,139.6514064073563,35.956152875598896,139.6517336368561,,,,,,,,
118,119,35.952681840546575,139.6494430303574,35.95299450049693,139.64987218379977,,,,,,,,
118,230,35.952681840546575,139.6494430303574,35.952894623147294,139.6489065885544,,,,,,,,
118,136,35.952681840546575,139.6494430303574,35.95236483683357,139.6501833200455,,,,,,,,
119,120,35.95299450049693,139.64987218379977,35.95268618305437,139.65043008327487,,,,,,,,
119,121,35.95299450049693,139.64987218379977,35.95358507702686,139.65052127838138,,,,,,,,
120,136,35.95268618305437,139.65043008327487,35.95236483683357,139.6501833200455,,,,,,,,
120,231,35.95268618305437,139.65043008327487,35.9526384154556,139.65046763420108,,,,,,,,
120,134,35.95268618305437,139.65043008327487,35.952981473023705,139.65068221092227,,,,,,,,
121,226,35.95358507702686,139.65052127838138,35.95375877516599,139.65012431144717,,,,,,,,
121,123,35.95358507702686,139.65052127838138,35.95410617029845,139.650993347168,,,,,,,,
121,122,35.95358507702686,139.65052127838138,35.953398351101306,139.65098798274997,,,,,,,,
122,124,35.953398351101306,139.65098798274997,35.953984582175885,139.65131521224978,,,,,,,,
122,134,35.953398351101306,139.65098798274997,35.952981473023705,139.65068221092227,,,,,,,,
122,232,35.953398351101306,139.65098798274997,35.95337229628592,139.65103626251224,,,,,,,,
123,125,35.95410617029845,139.650993347168,35.95459686332003,139.65134203433993,,,,,,,,
123,124,35.95410617029845,139.650993347168,35.953984582175885,139.65131521224978,,,,,,,,
124,233,35.953984582175885,139.65131521224978,35.95396286999144,139.65136885643008,,,,,,,,
124,126,35.953984582175885,139.65131521224978,35.95454041206563,139.65163171291354,,,,,,,,
125,227,35.95459686332003,139.65134203433993,35.95480529837142,139.6507036685944,,,,,,,,
125,126,35.95459686332003,139.65134203433993,35.95454041206563,139.65163171291354,,,,,,,,
126,127,35.95454041206563,139.65163171291354,35.95490083091949,139.65183556079867,,,,,,,,
126,234,35.95454041206563,139.65163171291354,35.95451870003396,139.6516960859299,,,,,,,,
127,229,35.95490083091949,139.65183556079867,35.95532638359364,139.65105235576632,,,,,,,,
127,128,35.95490083091949,139.65183556079867,35.95502097017753,139.65190529823306,35.9554045460805,139.6522915363312,,,,,,
127,235,35.95490083091949,139.65183556079867,35.95489648853345,139.6518784761429,,,,,,,,
128,236,35.9554045460805,139.6522915363312,35.955369807207006,139.65228617191318,,,,,,,,
128,228,35.9554045460805,139.6522915363312,35.95578667268063,139.65149223804477,,,,,,,,
128,171,35.9554045460805,139.6522915363312,35.95565784989905,139.65252757072452,,,,,,,,
129,130,35.9551744007589,139.65266168117526,35.954944254766794,139.65305328369143,,,,,,,,
129,236,35.9551744007589,139.65266168117526,35.955369807207006,139.65228617191318,,,,,,,,
129,131,35.9551744007589,139.65266168117526,35.95497754637239,139.65249538421634,35.95482990525643,139.6523827314377,35.95437540047532,139.6521842479706,,,,
130,140,35.954944254766794,139.65305328369143,35.95458673105209,139.65270996093753,35.95433052884841,139.65260267257693,35.95365455632835,139.65245783329013,,,,
130,142,35.954944254766794,139.65305328369143,35.955104922794206,139.653337597847,,,,,,,,
131,234,35.95437540047532,139.6521842479706,35.95451870003396,139.6516960859299,,,,,,,,
131,132,35.95437540047532,139.6521842479706,35.953706665764344,139.65206623077395,,,,,,,,
132,140,35.953706665764344,139.65206623077395,35.95365455632835,139.65245783329013,,,,,,,,
132,233,35.953706665764344,139.65206623077395,35.95396286999144,139.65136885643008,,,,,,,,
132,133,35.953706665764344,139.65206623077395,35.95324491707023,139.65207159519198,35.953105957685565,139.65199649333957,35.95302055543694,139.6519106626511,,,,
133,135,35.95302055543694,139.6519106626511,35.95289317565406,139.65179800987246,35.95273684563306,139.65172290802005,35.95256025023169,139.651712179184,,,,
133,232,35.95302055543694,139.6519106626511,35.95337229628592,139.65103626251224,,,,,,,,
134,237,35.952981473023705,139.65068221092227,35.952972788040356,139.65073049068454,,,,,,,,
135,237,35.95256025023169,139.651712179184,35.952972788040356,139.65073049068454,,,,,,,,
135,139,35.95256025023169,139.651712179184,35.95249511248601,139.65222716331485,,,,,,,,
135,138,35.95256025023169,139.651712179184,35.95173516815139,139.6517336368561,,,,,,,,
136,238,35.95236483683357,139.6501833200455,35.95234312420392,139.6502369642258,,,,,,,,
137,138,35.95200006386373,139.65102016925815,35.95173516815139,139.6517336368561,,,,,,,,
137,238,35.95200006386373,139.65102016925815,35.95234312420392,139.6502369642258,,,,,,,,
138,231,35.95173516815139,139.6517336368561,35.9521810030529,139.65169072151187,35.9526384154556,139.65046763420108,,,,,,
138,150,35.95173516815139,139.6517336368561,35.95183794200869,139.65173900127414,35.9517568809481,139.65257048606875,,,,,,
139,140,35.95249511248601,139.65222716331485,35.95365455632835,139.65245783329013,,,,,,,,
139,148,35.95249511248601,139.65222716331485,35.95241694712032,139.65280115604403,,,,,,,,
139,149,35.95249511248601,139.65222716331485,35.9522374559934,139.65217888355258,35.95214771026869,139.65264022350314,,,,,,
140,141,35.95365455632835,139.65245783329013,35.95360244685796,139.65283870697024,,,,,,,,
141,148,35.95360244685796,139.65283870697024,35.952463267351874,139.6525973081589,35.95241694712032,139.65280115604403,,,,,,
141,147,35.95360244685796,139.65283870697024,35.953563364732595,139.65321958065036,,,,,,,,
141,143,35.95360244685796,139.65283870697024,35.95423499561061,139.65297818183902,35.954617127868566,139.65314984321597,35.95485740704833,139.65350925922397,,,,
142,143,35.955104922794206,139.653337597847,35.95485740704833,139.65350925922397,,,,,,,,
143,144,35.95485740704833,139.65350925922397,35.95458383611107,139.65370237827304,,,,,,,,
144,147,35.95458383611107,139.65370237827304,35.95430881675905,139.6533912420273,35.954156831966465,139.65332150459292,35.953563364732595,139.65321958065036,,,,
