node1,node2,distance,time_minutes,gradient,max_gradient,min_gradient,sidewalk,signal,road_width,illumination,nature,park,garbage,toilet,crosswalk
77,76,52.2,0.65260108,-0.01302682,-0.013025907,-0.013025907,0,0,1,1,1,1,1,0,0
78,79,81.38,1.017192095,-0.00012288,-0.000122887,-0.000122887,0,0,1,0,1,1,0,0,0
78,81,33.36,0.417051649,-0.00389688,-0.003896429,-0.003896429,0,0,1,1,0,0,0,0,0
78,138,53.08,0.663531462,-0.00433308,-0.004332917,-0.004332917,0,0,1,1,0,0,0,0,0
78,77,95.39,1.19244857,0.01132194,0.011321969,0.011321969,0,0,1,0,0,0,1,0,0
79,80,23.38,0.292198957,0.00556031,0.005561365,0.005561365,0,0,1,0,1,0,0,0,0
79,150,53.31,0.666336575,-0.00506472,0.000364391,-0.010826191,0,0,1,0,1,0,0,0,0
79,78,81.38,1.017192095,0.00012288,0.000122887,0.000122887,0,0,1,0,1,1,0,0,0
80,81,91.91,1.148900304,-0.00272005,-0.002720002,-0.002720002,0,0,1,1,0,0,0,0,0
80,79,23.38,0.292198957,-0.00556031,-0.005561365,-0.005561365,0,0,1,0,1,0,0,0,0
81,82,22.08,0.275964332,-0.00271739,0.056902821,-0.02857418,0,0,1,1,0,0,1,0,0
81,78,33.36,0.417051649,0.00389688,0.003896429,0.003896429,0,0,1,1,0,0,0,0,0
81,80,91.91,1.148900304,0.00272005,0.002720002,0.002720002,0,0,1,1,0,0,0,0,0
82,84,55.78,0.697304216,-0.00806741,-0.003544847,-0.027237376,0,0,1,1,1,0,0,0,0
82,76,102.95,1.286805388,0.00573094,0.005731342,0.005731342,0,0,2,1,0,0,1,0,0
82,81,22.08,0.275964332,0.00271739,0.02857418,-0.056902821,0,0,1,1,0,0,1,0,0
82,243,61.69,1.028358366,0.00162101,-0.011183571,-0.011183571,1,0,2,1,1,0,0,0,0
83,84,85.8,1.072508289,-0.01002331,-0.010023736,-0.010023736,0,0,1,1,0,0,0,0,0
83,85,44.56,0.557049555,-0.00583483,-0.00583441,-0.00583441,0,0,1,0,0,0,1,0,0
83,86,63.89,0.79864153,0.01048677,0.010487134,0.010487134,0,0,1,1,1,0,0,0,0
83,76,74.72,0.934007181,0.00240899,0.008020081,-0.00133942,0,0,1,1,0,0,0,0,0
84,82,55.78,0.697304216,0.00806741,0.027237376,0.003544847,0,0,1,1,1,0,0,0,0
84,83,85.8,1.072508289,0.01002331,0.010023736,0.010023736,0,0,1,1,0,0,0,0,0
85,91,125.49,1.568707357,0.00828751,0.008287362,0.008287362,0,0,1,1,0,0,1,0,0
85,94,41.22,0.515238696,-0.0009704,-0.000970424,-0.000970424,0,0,1,0,0,0,1,0,0
85,223,123.46,1.543319236,0.01603758,0.016038926,0.016038926,0,0,1,1,0,0,1,0,0
85,83,44.56,0.557049555,0.00583483,0.00583441,0.00583441,0,0,1,0,0,0,1,0,0
86,222,60.63,0.757952585,0.01237011,0.012369794,0.012369794,0,0,1,1,0,0,1,0,0
86,75,43.79,0.54737218,-0.00753597,-0.00753622,-0.00753622,0,0,1,1,0,0,0,0,0
86,83,63.89,0.79864153,-0.01048677,-0.010487134,-0.010487134,0,0,1,1,1,0,0,0,0
87,88,103.39,1.292331865,0.00812458,0.008125116,0.008125116,0,0,1,1,0,0,1,0,0
87,90,41.49,0.518558668,0.00602555,0.005544299,0.005544299,1,0,2,1,0,0,0,0,0
87,219,46.01,0.575159403,-0.00499891,-0.004998677,-0.004998677,1,0,2,1,0,0,1,0,0
87,222,5.21,0.065185542,-0.01727447,-0.017260999,-0.017260999,0,0,0,0,0,0,0,0,-1
88,89,39.38,0.492264585,0.00660234,0.006602284,0.006602284,0,0,1,1,0,0,0,0,0
88,214,40.67,0.508354729,0.00614704,0.006147398,0.006147398,0,0,1,0,0,0,0,0,0
88,71,55.02,0.687797823,-0.00854235,-0.008542066,-0.008542066,0,0,1,1,0,0,0,0,0
88,87,103.39,1.292331865,-0.00812458,-0.008125116,-0.008125116,0,0,1,1,0,0,1,0,0
89,90,101.55,1.269336906,-0.00856721,-0.00856778,-0.00856778,0,0,1,1,0,0,1,0,0
89,97,46.91,0.586412757,0.0066084,0.006608118,0.006608118,0,0,2,1,0,0,0,0,0
89,88,39.38,0.492264585,-0.00660234,-0.006602284,-0.006602284,0,0,1,1,0,0,0,0,0
90,96,44.85,0.560577432,0.00557414,0.005574696,0.005574696,0,0,2,1,0,0,0,0,0
90,223,5.41,0.067633237,-0.00369686,-0.003696433,-0.003696433,0,0,0,0,0,0,0,0,-1
90,87,41.49,0.518558668,-0.00602555,-0.005544299,-0.005544299,1,0,2,1,0,0,0,0,0
90,89,101.55,1.269336906,0.00856721,0.00856778,0.00856778,0,0,1,1,0,0,1,0,0
91,92,41.22,0.515255844,0.00436681,0.004366804,0.004366804,0,0,2,1,0,0,0,0,0
91,85,125.49,1.568707357,-0.00828751,-0.008287362,-0.008287362,0,0,1,1,0,0,1,0,0
91,242,16.03,1.028358366,-0.00810979,-0.011183571,-0.011183571,1,0,2,1,0,0,0,0,0
92,93,43.37,0.542102688,0.00230574,0.002305842,0.002305842,0,0,2,1,0,0,0,0,0
92,94,125.49,1.568743174,-0.01004064,-0.01004039,-0.01004039,0,0,1,1,0,0,0,0,0
92,151,85.87,1.073475315,-0.01735181,-0.017352801,-0.017352801,0,0,1,1,0,0,0,0,0
92,91,41.22,0.515255844,-0.00436681,-0.004366804,-0.004366804,0,0,2,1,0,0,0,0,0
93,95,124.6,1.55762861,-0.00979133,-0.009790993,-0.009790993,0,0,1,1,0,0,0,0,0
93,99,42.36,0.529581332,0.00377715,0.003776595,0.003776595,0,0,2,1,0,0,0,0,0
93,151,113.96,1.424606989,-0.01395226,0.018880728,-0.04583561,0,0,1,1,0,0,1,0,0
93,92,43.37,0.542102688,-0.00230574,-0.002305842,-0.002305842,0,0,2,1,0,0,0,0,0
94,95,42.86,0.535736003,0.00326645,0.003266552,0.003266552,0,0,1,0,0,0,1,0,0
94,224,123.32,1.541818372,0.01824522,0.018244484,0.018244484,0,0,1,1,0,0,0,0,0
94,85,41.22,0.515238696,0.0009704,0.000970424,0.000970424,0,0,1,0,0,0,1,0,0
94,92,125.49,1.568743174,0.01004064,0.01004039,0.01004039,0,0,1,1,0,0,0,0,0
95,102,44.35,0.554297981,0.00135287,0.001353064,0.001353064,0,0,1,1,0,0,1,0,0
95,225,121.44,1.518179907,0.01770422,0.017704892,0.017704892,0,0,1,1,0,0,1,0,0
95,93,124.6,1.55762861,0.00979133,0.009790993,0.009790993,0,0,1,1,0,0,0,0,0
95,94,42.86,0.535736003,-0.00326645,-0.003266552,-0.003266552,0,0,1,0,0,0,1,0,0
96,97,100.6,1.257609709,0.00924453,0.009244121,0.009244121,0,0,1,1,0,0,1,0,0
96,98,42.12,0.526530482,0.00308642,0.003086256,0.003086256,0,0,2,1,0,0,0,0,0
96,224,5.64,0.070431327,-0.0070922,-0.007099293,-0.007099293,0,0,0,0,0,0,0,0,-1
96,90,44.85,0.560577432,-0.00557414,-0.005574696,-0.005574696,0,0,2,1,0,0,0,0,0
97,67,41.08,0.513540577,0.0070594,0.007059014,0.007059014,0,0,1,1,0,0,0,0,0
97,89,46.91,0.586412757,-0.0066084,-0.006608118,-0.006608118,0,0,2,1,0,0,0,0,0
97,96,100.6,1.257609709,-0.00924453,-0.009244121,-0.009244121,0,0,1,1,0,0,1,0,0
98,103,42.28,0.528530619,-0.01348155,-0.013481996,-0.013481996,0,0,2,1,0,0,0,0,0
98,225,6.12,0.076536238,-0.02124183,-0.02123656,-0.02123656,0,0,0,0,0,0,0,0,-1
98,67,103.32,1.291595116,0.01054975,0.010549558,0.010549558,0,0,1,1,0,0,1,0,0
98,96,42.12,0.526530482,-0.00308642,-0.003086256,-0.003086256,0,0,2,1,0,0,0,0,0
99,100,64.91,0.811546736,0.01401941,0.024654352,0.002559854,0,0,1,1,0,0,0,0,0
99,101,44.56,0.556992809,0,0,0,0,0,1,0,1,0,0,0,0
99,102,125.39,1.567383097,-0.01052716,-0.010527684,-0.010527684,0,0,1,1,0,0,0,0,0
99,93,42.36,0.529581332,-0.00377715,-0.003776595,-0.003776595,0,0,2,1,0,0,0,0,0
100,101,70.21,0.877648585,-0.01296112,-0.004268758,-0.022918576,0,0,1,0,1,0,0,0,0
100,50,96.55,1.206799966,-0.00031072,0.021287285,-0.006864839,0,0,1,0,1,0,0,0,0
100,99,64.91,0.811546736,-0.01401941,-0.002559854,-0.024654352,0,0,1,1,0,0,0,0,0
101,107,124.23,1.552974967,-0.0096595,-0.009659331,-0.009659331,0,0,1,1,0,0,0,0,0
101,49,42.09,0.526114228,0.00570207,0.005702276,0.005702276,0,0,1,1,0,0,0,0,0
101,99,44.56,0.556992809,0,0,0,0,0,1,0,1,0,0,0,0
101,100,70.21,0.877648585,0.01296112,0.022918576,0.004268758,0,0,1,0,1,0,0,0,0
102,103,124.6,1.557688921,0.01324238,0.01324193,0.01324193,0,0,1,1,0,0,1,0,0
102,107,43.37,0.542115479,0.00276689,0.002766949,0.002766949,0,0,1,0,0,0,0,0,0
102,95,44.35,0.554297981,-0.00135287,-0.001353064,-0.001353064,0,0,1,1,0,0,1,0,0
102,99,125.39,1.567383097,0.01052716,0.010527684,0.010527684,0,0,1,1,0,0,0,0,0
103,104,104.03,1.300436803,0.01643757,0.016439006,0.016439006,0,0,1,1,0,0,0,0,0
103,106,44.1,0.551228463,-0.01043084,-0.010431814,-0.010431814,0,0,1,1,0,0,1,0,0
103,225,43.64,0.545615556,0.01008249,0.01008087,0.01008087,0,0,2,1,0,0,0,0,0
103,98,42.28,0.528530619,0.01348155,0.013481996,0.013481996,0,0,2,1,0,0,0,0,0
103,102,124.6,1.557688921,-0.01324238,-0.01324193,-0.01324193,0,0,1,1,0,0,1,0,0
104,105,45.01,0.562594407,-0.00311042,-0.003110604,-0.003110604,0,0,1,0,0,0,1,0,0
104,67,43.15,0.539418551,-0.00115875,-0.001158656,-0.001158656,0,0,1,1,0,0,0,0,0
104,103,104.03,1.300436803,-0.01643757,-0.016439006,-0.016439006,0,0,1,1,0,0,0,0,0
105,106,104.73,1.309429957,-0.01938318,-0.019382301,-0.019382301,0,0,1,1,0,0,0,0,0
105,209,43.31,0.541443035,0.00923574,0.009234976,0.009234976,0,0,1,0,0,0,0,0,0
105,33,42.68,0.533526903,0.00234302,0.002342906,0.002342906,0,0,1,0,0,0,0,0,0
105,104,45.01,0.562594407,0.00311042,0.003110604,0.003110604,0,0,1,0,0,0,1,0,0
106,107,123.15,1.539396194,-0.00868859,-0.008688799,-0.008688799,0,0,1,1,0,0,0,0,0
106,34,42.16,0.52699531,0.00355787,0.003557929,0.003557929,0,0,1,1,1,0,0,0,0
106,103,44.1,0.551228463,0.01043084,0.010431814,0.010431814,0,0,1,1,0,0,1,0,0
106,105,104.73,1.309429957,0.01938318,0.019382301,0.019382301,0,0,1,1,0,0,0,0,0
107,48,42.75,0.534383895,0.01473684,0.014738197,0.014738197,0,0,1,0,0,0,0,0,0
107,101,124.23,1.552974967,0.0096595,0.009659331,0.009659331,0,0,1,1,0,0,0,0,0
107,102,43.37,0.542115479,-0.00276689,-0.002766949,-0.002766949,0,0,1,0,0,0,0,0,0
107,106,123.15,1.539396194,0.00868859,0.008688799,0.008688799,0,0,1,1,0,0,0,0,0
108,109,67.63,0.845325925,-0.00295727,-0.002957452,-0.002957452,0,0,1,1,1,0,0,0,0
108,117,36.18,0.45218684,-0.00386954,-0.003870111,-0.003870111,0,0,1,0,0,0,0,0,0
108,65,106.06,1.325784055,0.0020743,0.002074249,0.002074249,0,0,1,1,0,0,1,0,0
109,110,69,0.86252305,-0.00014493,-0.000144924,-0.000144924,0,0,1,1,0,0,0,0,0
109,108,67.63,0.845325925,0.00295727,0.002957452,0.002957452,0,0,1,1,1,0,0,0,0
110,111,51.6,0.645043702,0.00581395,0.005813658,0.005813658,0,0,1,1,0,0,0,0,0
110,112,130.14,1.626750926,-0.00161365,-0.000842641,-0.002259803,0,0,1,1,1,0,0,0,0
110,109,69,0.86252305,0.00014493,0.000144924,0.000144924,0,0,1,1,0,0,0,0,0
111,113,128.06,1.600670991,-0.00140559,-0.00117812,-0.001715386,1,0,2,1,0,0,1,0,0
111,117,144.77,1.80965944,-0.00158873,-0.001588699,-0.001588699,1,0,2,1,0,0,0,0,0
111,110,51.6,0.645043702,-0.00581395,-0.005813658,-0.005813658,0,0,1,1,0,0,0,0,0
112,113,39.47,0.493323308,0.00836078,0.008361949,0.008361949,0,0,1,0,1,0,0,0,0
112,114,144.18,1.802243012,-0.00166459,0.000270883,-0.003338594,0,0,1,1,1,0,0,0,0
112,110,130.14,1.626750926,0.00161365,0.002259803,0.000842641,0,0,1,1,1,0,0,0,0
113,116,68.21,0.852628247,-0.00263891,-0.002638908,-0.002638908,1,0,2,1,0,0,0,0,0
113,111,128.06,1.600670991,0.00140559,0.001715386,0.00117812,1,0,2,1,0,0,1,0,0
113,112,39.47,0.493323308,-0.00836078,-0.008361949,-0.008361949,0,0,1,0,1,0,0,0,0
114,115,51.87,0.648390694,0.003663,0.00366294,0.00366294,0,0,1,0,0,0,0,0,0
114,112,144.18,1.802243012,0.00166459,0.003338594,-0.000270883,0,0,1,1,1,0,0,0,0
115,116,64.57,0.80716055,0.00309741,0.003097292,0.003097292,1,0,2,0,0,0,0,0,0
115,169,46.41,0.580145606,0.00237018,0.002370101,0.002370101,0,0,2,1,0,0,0,0,0
115,114,51.87,0.648390694,-0.003663,-0.00366294,-0.00366294,0,0,1,0,0,0,0,0,0
116,113,68.21,0.852628247,0.00263891,0.002638908,0.002638908,1,0,2,1,0,0,0,0,0
116,115,64.57,0.80716055,-0.00309741,-0.003097292,-0.003097292,1,0,2,0,0,0,0,0,0
117,70,111.98,1.399686896,0.00098232,0.002040362,-0.000271849,1,0,2,1,0,0,1,0,0
117,108,36.18,0.45218684,0.00386954,0.003870111,0.003870111,0,0,1,0,0,0,0,0,0
117,111,144.77,1.80965944,0.00158873,0.001588699,0.001588699,1,0,2,1,0,0,0,0,0
118,119,51.99,0.649874011,0.00500096,0.005001032,0.005001032,0,0,1,1,0,0,1,0,0
118,136,75.48,0.943559228,-0.00410705,-0.004106825,-0.004106825,0,0,1,1,0,0,1,0,0
118,230,53.85,0.673074925,0.00668524,0.006685884,0.006685884,0,0,1,1,0,0,1,0,0
118,72,61.46,0.76829927,-0.00097624,-0.000976183,-0.000976183,0,0,1,1,0,0,0,0,0
119,120,60.86,0.76072729,0.00213605,0.002136119,0.002136119,0,0,1,1,0,0,0,0,0
119,121,87.88,1.09853705,0.00216204,0.002161971,0.002161971,0,0,1,1,1,0,0,0,0
119,118,51.99,0.649874011,-0.00500096,-0.005001032,-0.005001032,0,0,1,1,0,0,1,0,0
120,134,39.89,0.498567133,-0.00426172,-0.004262253,-0.004262253,1,0,2,1,0,0,1,0,0
120,136,42.04,0.525528276,-0.01665081,-0.016652221,-0.016652221,1,0,2,1,0,0,0,0,0
120,231,6.29,0.078868832,-0.08426073,-0.084298162,-0.084298162,0,0,0,0,0,0,0,0,-1
120,119,60.86,0.76072729,-0.00213605,-0.002136119,-0.002136119,0,0,1,1,0,0,0,0,0
121,122,46.93,0.586584926,-0.00617942,-0.006179956,-0.006179956,0,0,1,0,0,0,0,0,0
121,123,71.81,0.897591934,0.00125331,0.001253354,0.001253354,0,0,1,1,0,0,0,0,0
121,226,40.67,0.508407634,0.00319646,0.00319627,0.00319627,0,0,1,0,1,0,1,0,0
121,119,87.88,1.09853705,-0.00216204,-0.002161971,-0.002161971,0,0,1,1,1,0,0,0,0
122,124,71.43,0.892903149,0.00433991,0.004339817,0.004339817,0,0,1,1,0,0,0,0,0
122,134,53.86,0.673233643,0.001114,0.001114027,0.001114027,0,0,2,0,0,0,1,0,0
122,232,5.23,0.065369956,-0.01529637,-0.015299338,-0.015299338,0,0,0,0,0,0,0,0,-1
122,121,46.93,0.586584926,0.00617942,0.006179956,0.006179956,0,0,1,0,0,0,0,0,0
123,124,32.02,0.400268394,-0.00218613,-0.002186038,-0.002186038,0,0,1,0,0,0,0,0,0
123,125,62.88,0.786009606,-0.00031807,-0.000318062,-0.000318062,0,0,2,1,0,0,0,0,0
123,121,71.81,0.897591934,-0.00125331,-0.001253354,-0.001253354,0,0,1,1,0,0,0,0,0
124,126,67.96,0.849539576,0.00279576,0.002795643,0.002795643,1,0,2,1,0,0,0,0,0
124,233,5.41,0.067634789,-0.01109057,-0.01108965,-0.01108965,0,0,0,0,0,0,0,0,-1
124,122,71.43,0.892903149,-0.00433991,-0.004339817,-0.004339817,0,0,1,1,0,0,0,0,0
124,123,32.02,0.400268394,0.00218613,0.002186038,0.002186038,0,0,1,0,0,0,0,0,0
125,126,26.87,0.33594804,0.00521027,0.00520921,0.00520921,0,0,1,0,1,0,0,0,0
125,227,62.06,0.775692764,-0.00112794,-0.001128025,-0.001128025,0,0,1,1,1,0,0,0,0
125,123,62.88,0.786009606,0.00031807,0.000318062,0.000318062,0,0,2,1,0,0,0,0,0
126,127,44.02,0.550243101,0.0029532,0.002953253,0.002953253,0,0,2,0,1,0,0,0,0
126,234,6.29,0.078623242,-0.01112878,-0.011129714,-0.011129714,0,0,0,0,0,0,0,0,-1
126,124,67.96,0.849539576,-0.00279576,-0.002795643,-0.002795643,1,0,2,1,0,0,0,0,0
126,125,26.87,0.33594804,-0.00521027,-0.00520921,-0.00520921,0,0,1,0,1,0,0,0,0
127,128,69.75,0.871779462,-0.00043011,0.004070803,-0.001636268,0,0,1,1,0,0,1,0,0
127,229,84.98,1.062290612,-0.00635444,-0.006354322,-0.006354322,0,0,1,1,0,0,0,0,0
127,235,3.9,0.048756615,-0.01538462,-0.015384348,-0.015384348,0,0,0,0,0,0,0,0,-1
127,126,44.02,0.550243101,-0.0029532,-0.002953253,-0.002953253,0,0,2,0,1,0,0,0,0
128,171,35.26,0.440809786,-0.00113443,-0.001134277,-0.001134277,0,0,1,0,0,0,0,0,0
128,228,83.65,1.045658789,-0.00824866,-0.008248669,-0.008248669,0,0,2,0,0,0,0,0,0
128,236,3.88,0.048572314,-0.02835052,-0.028319657,-0.028319657,0,0,0,0,0,0,0,0,-1
128,127,69.75,0.871779462,0.00043011,0.001636268,-0.004070803,0,0,1,1,0,0,1,0,0
129,130,43.59,0.545045384,-0.02362927,-0.023628479,-0.023628479,0,0,1,0,1,0,0,0,0
129,131,99.29,1.241193397,-0.00120858,0.004667927,-0.012076249,0,0,1,1,0,0,0,0,0
129,236,40.22,0.503945531,0.06887121,0.068870575,0.068870575,0,0,1,1,0,0,0,0,0
130,140,156.49,1.956169228,0.00217266,0.006755714,-0.002495566,0,0,1,1,0,0,1,0,0
130,142,31.24,0.390457993,0.00896287,0.008964193,0.008964193,0,0,1,1,0,0,0,0,0
130,129,43.59,0.545045384,0.02362927,0.023628479,0.023628479,0,0,1,0,1,0,0,0,0
131,132,74.96,0.937011375,0.00173426,0.00173424,0.00173424,0,0,1,1,0,0,0,0,0
131,234,46.82,0.586280462,0.06044425,0.060448153,0.060448153,0,0,2,0,0,0,1,0,0
131,129,99.29,1.241193397,0.00120858,0.012076249,-0.004667927,0,0,1,1,0,0,0,0,0
132,133,80.32,1.003931724,-0.00174303,0.014844124,-0.008990201,0,0,1,0,0,0,0,0,0
132,140,35.8,0.447570078,-0.01955307,-0.019553748,-0.019553748,0,0,1,0,0,0,0,0,0
132,233,69.04,0.863482989,0.03650058,0.036504461,0.036504461,0,0,1,1,1,0,1,0,0
132,131,74.96,0.937011375,-0.00173426,-0.00173424,-0.00173424,0,0,1,1,0,0,0,0,0
133,135,55.65,0.695682925,0.01024259,0.025995251,-0.002147957,0,0,1,1,0,0,0,0,0
133,232,88.01,1.100539475,0.02647426,0.026473566,0.026473566,0,0,1,1,0,0,1,0,0
133,132,80.32,1.003931724,0.00174303,0.008990201,-0.014844124,0,0,1,0,0,0,0,0,0
134,237,4.46,0.055877814,-0.05829596,-0.058261248,-0.058261248,0,0,0,0,0,0,0,0,-1
134,120,39.89,0.498567133,0.00426172,0.004262253,0.004262253,1,0,2,1,0,0,1,0,0
134,122,53.86,0.673233643,-0.001114,-0.001114027,-0.001114027,0,0,2,0,0,0,1,0,0
135,138,91.57,1.14464471,-0.00644316,-0.006443181,-0.006443181,0,0,1,1,0,0,1,0,0
135,139,47.02,0.587953175,-0.02552105,-0.025520542,-0.025520542,0,0,1,1,0,0,0,0,0
135,237,99.7,1.246371272,0.01644935,0.016449973,0.016449973,0,0,1,1,0,0,0,0,0
135,133,55.65,0.695682925,-0.01024259,0.002147957,-0.025995251,0,0,1,1,0,0,0,0,0
136,238,5.41,0.067638025,-0.00184843,-0.001848076,-0.001848076,0,0,0,0,0,0,0,0,-1
136,73,55.14,0.689234776,-0.00707291,-0.007073238,-0.007073238,1,0,2,1,1,0,0,0,0
136,118,75.48,0.943559228,0.00410705,0.004106825,0.004106825,0,0,1,1,0,0,1,0,0
136,120,42.04,0.525528276,0.01665081,0.016652221,0.016652221,1,0,2,1,0,0,0,0,0
137,138,70.76,0.884724714,-0.02529678,-0.025298444,-0.025298444,0,0,1,1,0,0,1,0,0
137,238,80.26,1.003249422,0.00199352,0.001993526,0.001993526,0,0,2,1,1,1,0,0,0
137,77,50.28,0.628583217,-0.00954654,-0.00954571,-0.00954571,0,0,1,1,1,1,0,0,0
138,150,86.97,1.087094371,-0.00057491,-0.000397067,-0.001752301,0,0,1,1,0,0,0,0,0
138,231,171.08,2.138663251,0.01245032,0.016878215,0.001612265,0,0,1,1,0,0,0,0,0
138,78,53.08,0.663531462,0.00433308,0.004332917,0.004332917,0,0,1,1,0,0,0,0,0
138,135,91.57,1.14464471,0.00644316,0.006443181,0.006443181,0,0,1,1,0,0,1,0,0
138,137,70.76,0.884724714,0.02529678,0.025298444,0.025298444,0,0,1,1,0,0,1,0,0
139,140,130.32,1.629021006,0.00053714,0.000537133,0.000537133,0,0,1,1,0,0,0,0,0
139,148,52.51,0.6563444,0.00723672,0.007237244,0.007237244,0,0,1,1,0,0,1,0,0
139,149,71.71,0.896390783,0.00320736,0.01521515,-0.004907405,0,0,1,1,0,0,0,0,0
139,135,47.02,0.587953175,0.02552105,0.025520542,0.025520542,0,0,1,1,0,0,0,0,0
140,141,34.84,0.435582043,0.00200918,0.00200881,0.00200881,0,0,1,1,0,0,0,0,0
140,130,156.49,1.956169228,-0.00217266,0.002495566,-0.006755714,0,0,1,1,0,0,1,0,0
140,132,35.8,0.447570078,0.01955307,0.019553748,0.019553748,0,0,1,0,0,0,0,0,0
140,139,130.32,1.629021006,-0.00053714,-0.000537133,-0.000537133,0,0,1,1,0,0,0,0,0
141,143,158.42,1.980357576,-0.00208307,-0.000420722,-0.005716444,0,0,1,1,0,0,1,0,0
141,147,34.63,0.432953199,-0.00288767,-0.00288716,-0.00288716,0,0,1,0,0,0,0,0,0
141,148,147.36,1.842048007,0.00162866,0.00179318,0.000523563,0,0,1,0,0,0,1,0,0
141,140,34.84,0.435582043,-0.00200918,-0.00200881,-0.00200881,0,0,1,1,0,0,0,0,0
142,143,31.53,0.39413818,-0.00634317,-0.006343081,-0.006343081,0,0,1,0,0,0,0,0,0
142,130,31.24,0.390457993,-0.00896287,-0.008964193,-0.008964193,0,0,1,1,0,0,0,0,0
143,144,35,0.437487001,0.00542857,0.005428813,0.005428813,0,0,1,0,0,0,1,0,0
143,141,158.42,1.980357576,0.00208307,0.005716444,0.000420722,0,0,1,1,0,0,1,0,0
143,142,31.53,0.39413818,0.00634317,0.006343081,0.006343081,0,0,1,0,0,0,0,0,0
144,145,57.09,0.71367881,0.00490454,0.004904226,0.004904226,0,0,1,0,0,0,0,0,0
144,147,125.95,1.574418341,0.00031759,0.004444775,-0.000482324,0,0,1,1,1,1,0,0,0
144,143,35,0.437487001,-0.00542857,-0.005428813,-0.005428813,0,0,1,0,0,0,1,0,0
145,146,167.84,2.098044651,0.00071497,0.011457324,-0.002430855,0,0,1,1,1,1,0,0,0
145,144,57.09,0.71367881,-0.00490454,-0.004904226,-0.004904226,0,0,1,0,0,0,0,0,0
146,147,66.31,0.828920298,-0.00542905,-0.005428829,-0.005428829,0,0,1,1,0,0,1,0,0
146,148,67.79,0.847359252,-0.00029503,0.00122376,-0.004264501,0,0,1,1,0,0,0,0,0
146,145,167.84,2.098044651,-0.00071497,0.002430855,-0.011457324,0,0,1,1,1,1,0,0,0
147,141,34.63,0.432953199,0.00288767,0.00288716,0.00288716,0,0,1,0,0,0,0,0,0
147,144,125.95,1.574418341,-0.00031759,0.000482324,-0.004444775,0,0,1,1,1,1,0,0,0
147,146,66.31,0.828920298,0.00542905,0.005428829,0.005428829,0,0,1,1,0,0,1,0,0
148,149,33.22,0.415233072,-0.00451535,-0.004515582,-0.004515582,0,0,1,1,0,0,0,0,0
148,139,52.51,0.6563444,-0.00723672,-0.007237244,-0.007237244,0,0,1,1,0,0,1,0,0
148,141,147.36,1.842048007,-0.00162866,-0.000523563,-0.00179318,0,0,1,0,0,0,1,0,0
148,146,67.79,0.847359252,0.00029503,0.004264501,-0.00122376,0,0,1,1,0,0,0,0,0
149,150,43.82,0.54775673,0.00753081,0.007530929,0.007530929,0,0,1,0,0,0,0,0,0
149,139,71.71,0.896390783,-0.00320736,0.004907405,-0.01521515,0,0,1,1,0,0,0,0,0
149,148,33.22,0.415233072,0.00451535,0.004515582,0.004515582,0,0,1,1,0,0,0,0,0
150,79,53.31,0.666336575,0.00506472,0.010826191,-0.000364391,0,0,1,0,1,0,0,0,0
150,138,86.97,1.087094371,0.00057491,0.001752301,0.000397067,0,0,1,1,0,0,0,0,0
150,149,43.82,0.54775673,-0.00753081,-0.007530929,-0.007530929,0,0,1,0,0,0,0,0,0
151,152,62.79,0.784865989,0.00015926,0.000159263,0.000159263,0,0,1,0,1,0,0,0,0
151,92,85.87,1.073475315,0.01735181,0.017352801,0.017352801,0,0,1,1,0,0,0,0,0
151,93,113.96,1.424606989,0.01395226,0.04583561,-0.018880728,0,0,1,1,0,0,1,0,0
152,153,55.28,0.69098391,-0.00072359,-0.000723606,-0.000723606,0,0,1,0,0,0,0,0,0
152,154,40.6,0.507698622,0.02339901,0.023396261,0.023396261,0,0,1,1,0,0,1,0,0
152,151,62.79,0.784865989,-0.00015926,-0.000159263,-0.000159263,0,0,1,0,1,0,0,0,0
153,155,47.19,0.590448584,0.04068659,0.040680682,0.040680682,1,0,1,1,0,0,0,0,0
153,152,55.28,0.69098391,0.00072359,0.000723606,0.000723606,0,0,1,0,0,0,0,0,0
154,155,50.44,0.630578982,0.01843775,0.021280076,0.011225597,0,0,1,1,0,0,1,0,0
154,152,40.6,0.507698622,-0.02339901,-0.023396261,-0.023396261,0,0,1,1,0,0,1,0,0
155,156,102.07,1.275987763,0.01185461,0.011854395,0.011854395,1,0,2,1,0,0,0,0,0
155,153,47.19,0.590448584,-0.04068659,-0.040680682,-0.040680682,1,0,1,1,0,0,0,0,0
155,154,50.44,0.630578982,-0.01843775,-0.011225597,-0.021280076,0,0,1,1,0,0,1,0,0
156,157,78.86,0.985740637,0.00710119,0.007101438,0.007101438,0,0,1,0,0,0,0,0,0
156,168,39.36,0.491993413,-0.0007622,-0.000762206,-0.000762206,1,0,2,1,0,0,0,0,0
156,155,102.07,1.275987763,-0.01185461,-0.011854395,-0.011854395,1,0,2,1,0,0,0,0,0
157,158,41.04,0.512988605,0.00073099,0.000731011,0.000731011,0,0,1,1,0,0,0,0,0
157,156,78.86,0.985740637,-0.00710119,-0.007101438,-0.007101438,0,0,1,0,0,0,0,0,0
158,159,35.75,0.446833086,-0.00587413,-0.005874778,-0.005874778,0,0,1,1,0,0,1,0,0
158,160,178.75,2.23435702,0.00822378,0.008224121,0.008224121,0,0,1,0,1,0,0,0,0
